"genus","family"
"Schoepfia","Olacaceae"
"Schofieldia","Cephaloziaceae"
"Schradera","Rubiaceae"
"Schultesia","Gentianaceae"
"Schwalbea","Scrophulariaceae"
"Schwetschkeopsis","Myriniaceae"
"Sciaphila","Triuridaceae"
"Scilla","Liliaceae"
"Scirpodendron","Cyperaceae"
"Scirpoides","Cyperaceae"
"Scirpus","Cyperaceae"
"Scleranthus","Caryophyllaceae"
"Scleria","Cyperaceae"
"Sclerocactus","Cactaceae"
"Sclerocarpus","Asteraceae"
"Sclerocarya","Anacardiaceae"
"Sclerochloa","Poaceae"
"Sclerolepis","Asteraceae"
"Sclerolinon","Linaceae"
"Sclerophora","Coniocybaceae"
"Sclerophyton","Opegraphaceae"
"Scleropodium","Brachytheciaceae"
"Scleropogon","Poaceae"
"Sclerostachya","Poaceae"
"Scoliciosporum","Lecanoraceae"
"Scoliopus","Liliaceae"
"Scolochloa","Poaceae"
"Scolosanthus","Rubiaceae"
"Scolymus","Asteraceae"
"Scoparia","Scrophulariaceae"
"Scopelophila","Pottiaceae"
"Scopolia","Solanaceae"
"Scopulophila","Caryophyllaceae"
"Scorpidium","Amblystegiaceae"
"Scorpiurus","Fabaceae"
"Scorzonera","Asteraceae"
"Scouleria","Scouleriaceae"
"Scribneria","Poaceae"
"Scrophularia","Scrophulariaceae"
"Scutellaria","Lamiaceae"
"Scutula","Micareaceae"
"Scybalium","Balanophoraceae"
"Scyphiphora","Rubiaceae"
"Searsia","Anacardiaceae"
"Sebastiania","Euphorbiaceae"
"Secale","Poaceae"
"Sechium","Cucurbitaceae"
"Securidaca","Polygalaceae"
"Securigera","Fabaceae"
"Sedella","Crassulaceae"
"Sedum","Crassulaceae"
"Segestria","Trichotheliaceae"
"Sehima","Poaceae"
"Selaginella","Selaginellaceae"
"Selenia","Brassicaceae"
"Selenicereus","Cactaceae"
"Seligeria","Seligeriaceae"
"Selinocarpus","Nyctaginaceae"
"Selinum","Apiaceae"
"Sematophyllum","Sematophyllaceae"
"Semecarpus","Anacardiaceae"
"Semiarundinaria","Poaceae"
"Sempervivum","Crassulaceae"
"Senecio","Asteraceae"
"Senna","Fabaceae"
"Sequoia","Cupressaceae"
"Sequoiadendron","Cupressaceae"
"Serenoa","Arecaceae"
"Serianthes","Fabaceae"
"Sericocarpus","Asteraceae"
"Serissa","Rubiaceae"
"Serjania","Sapindaceae"
"Serratula","Asteraceae"
"Sesamum","Pedaliaceae"
"Sesbania","Fabaceae"
"Seseli","Apiaceae"
"Sesleria","Poaceae"
"Sesuvium","Aizoaceae"
"Setaria","Poaceae"
"Setariopsis","Poaceae"
"Severinia","Rutaceae"
"Seymeria","Scrophulariaceae"
"Shepherdia","Elaeagnaceae"
"Sherardia","Rubiaceae"
"Shibataea","Poaceae"
"Shinnersoseris","Asteraceae"
"Shorea","Dipterocarpaceae"
"Shortia","Diapensiaceae"
"Shoshonea","Apiaceae"
"Sibara","Brassicaceae"
"Sibaropsis","Brassicaceae"
"Sibbaldia","Rosaceae"
"Sibbaldiopsis","Rosaceae"
"Sicana","Cucurbitaceae"
"Sicyos","Cucurbitaceae"
"Sicyosperma","Cucurbitaceae"
"Sida","Malvaceae"
"Sidalcea","Malvaceae"
"Sidastrum","Malvaceae"
"Sideritis","Lamiaceae"
"Sideroxylon","Sapotaceae"
"Sigesbeckia","Asteraceae"
"Sigridea","Roccellaceae"
"Silene","Caryophyllaceae"
"Silphium","Asteraceae"
"Silybum","Asteraceae"
"Simarouba","Simaroubaceae"
"Simmondsia","Simmondsiaceae"
"Simsia","Asteraceae"
"Sinapis","Brassicaceae"
"Sinningia","Gesneriaceae"
"Sinocalamus","Poaceae"
"Sinosenecio","Asteraceae"
"Siphoneugena","Myrtaceae"
"Siphonoglossa","Acanthaceae"
"Siphula","Uncertain Ascomycota Family"
"Sisymbrium","Brassicaceae"
"Sisyrinchium","Iridaceae"
"Sium","Apiaceae"
"Skimmia","Rutaceae"
"Skyttea","Odontotremataceae"
"Skyttella","Uncertain Ascomycota Family"
"Sloanea","Elaeocarpaceae"
"Smallanthus","Asteraceae"
"Smelowskia","Brassicaceae"
"Smilax","Smilacaceae"
"Smyrnium","Apiaceae"
"Smythea","Rhamnaceae"
"Snowdenia","Poaceae"
"Sobralia","Orchidaceae"
"Solandra","Solanaceae"
"Solanum","Solanaceae"
"Soleirolia","Urticaceae"
"Solenospora","Bacidiaceae"
"Solenostemon","Lamiaceae"
"Solidago","Asteraceae"
"Soliva","Asteraceae"
"Sollya","Pittosporaceae"
"Solmsiella","Erpodiaceae"
"Solorina","Peltigeraceae"
"Solorinella","Solorinellaceae"
"Sonchus","Asteraceae"
"Sonneratia","Sonneratiaceae"
"Sophora","Fabaceae"
"Sopubia","Scrophulariaceae"
"Sorbaria","Rosaceae"
"Sorbus","Rosaceae"
"Sorghastrum","Poaceae"
"Sorghum","Poaceae"
"Sparaxis","Iridaceae"
"Sparganium","Sparganiaceae"
"Spartina","Poaceae"
"Spartium","Fabaceae"
"Spathiphyllum","Araceae"
"Spathodea","Bignoniaceae"
"Spathoglottis","Orchidaceae"
"Speerschneidera","Bacidiaceae"
"Spergula","Caryophyllaceae"
"Spergularia","Caryophyllaceae"
"Spermacoce","Rubiaceae"
"Spermolepis","Apiaceae"
"Sphaeralcea","Malvaceae"
"Sphaerellothecium","Mycosphaerellaceae"
"Sphaerocarpos","Sphaerocarpaceae"
"Sphaeromeria","Asteraceae"
"Sphaerophorus","Sphaerophoraceae"
"Sphaerophysa","Fabaceae"
"Sphaerostephanos","Thelypteridaceae"
"Sphaerulina","Mycosphaerellaceae"
"Sphagneticola","Asteraceae"
"Sphagnum","Sphagnaceae"
"Sphenoclea","Sphenocleaceae"
"Sphenolobopsis","Jungermanniaceae"
"Sphenopholis","Poaceae"
"Sphenosciadium","Apiaceae"
"Sphenostylis","Fabaceae"
"Sphinctospermum","Fabaceae"
"Sphinctrina","Sphinctrinaceae"
"Spigelia","Loganiaceae"
"Spilanthes","Asteraceae"
"Spilonema","Coccocarpiaceae"
"Spinacia","Chenopodiaceae"
"Spinifex","Poaceae"
"Spiracantha","Asteraceae"
"Spiraea","Rosaceae"
"Spiraeanthus","Rosaceae"
"Spiranthes","Orchidaceae"
"Spirodela","Lemnaceae"
"Splachnobryum","Splachnobryaceae"
"Splachnum","Splachnaceae"
"Spodiopogon","Poaceae"
"Spondias","Anacardiaceae"
"Sporastatia","Acarosporaceae"
"Sporobolus","Poaceae"
"Sporopodium","Ectolechiaceae"
"Sprekelia","Liliaceae"
"Squamarina","Bacidiaceae"
"Stachydeoma","Lamiaceae"
"Stachys","Lamiaceae"
"Stachytarpheta","Verbenaceae"
"Stackhousia","Stackhousiaceae"
"Stahlia","Fabaceae"
"Stanfordia","Brassicaceae"
"Stanhopea","Orchidaceae"
"Stanleya","Brassicaceae"
"Stapelia","Asclepiadaceae"
"Staphylea","Staphyleaceae"
"Staurothele","Verrucariaceae"
"Steerecleus","Brachytheciaceae"
"Stegnosperma","Phytolaccaceae"
"Stegonia","Pottiaceae"
"Steinchisma","Poaceae"
"Steinia","Lecideaceae"
"Stelechocarpus","Annonaceae"
"Stelis","Orchidaceae"
"Stellaria","Caryophyllaceae"
"Stemodia","Scrophulariaceae"
"Stemonurus","Icacinaceae"
"Stenandrium","Acanthaceae"
"Stenanthium","Liliaceae"
"Stenaria","Rubiaceae"
"Stenocarpus","Proteaceae"
"Stenocereus","Cactaceae"
"Stenochlaena","Blechnaceae"
"Stenocybe","Mycocaliciaceae"
"Stenogonum","Polygonaceae"
"Stenogyne","Lamiaceae"
"Stenomesson","Liliaceae"
"Stenorrhynchos","Orchidaceae"
"Stenosiphon","Onagraceae"
"Stenotaphrum","Poaceae"
"Stenotus","Asteraceae"
"Stephanandra","Rosaceae"
"Stephanomeria","Asteraceae"
"Sterculia","Sterculiaceae"
"Stereocaulon","Stereocaulaceae"
"Stereophyllum","Stereophyllaceae"
"Sternbergia","Liliaceae"
"Stevia","Asteraceae"
"Stewartia","Theaceae"
"Sticherus","Gleicheniaceae"
"Sticta","Lobariaceae"
"Stictocardia","Convolvulaceae"
"Stigmaphyllon","Malpighiaceae"
"Stigmidium","Mycosphaerellaceae"
"Stillingia","Euphorbiaceae"
"Stipa","Poaceae"
"Stipagrostis","Poaceae"
"Stipulicida","Caryophyllaceae"
"Stirtonia","Arthoniaceae"
"Stokesia","Asteraceae"
"Strangospora","Acarosporaceae"
"Stratiotes","Hydrocharitaceae"
"Streblus","Moraceae"
"Strelitzia","Strelitziaceae"
"Streptanthella","Brassicaceae"
"Streptanthus","Brassicaceae"
"Streptocarpus","Gesneriaceae"
"Streptopus","Liliaceae"
"Streptosolen","Solanaceae"
"Striga","Scrophulariaceae"
"Strigula","Strigulaceae"
"Strobilanthes","Acanthaceae"
"Stroganowia","Brassicaceae"
"Strongylodon","Fabaceae"
"Strophanthus","Apocynaceae"
"Strophostyles","Fabaceae"
"Struchium","Asteraceae"
"Strumpfia","Rubiaceae"
"Strychnos","Loganiaceae"
"Stryphnodendron","Fabaceae"
"Stuckenia","Potamogetonaceae"
"Stylisma","Convolvulaceae"
"Stylocline","Asteraceae"
"Stylodon","Verbenaceae"
"Stylogyne","Myrsinaceae"
"Stylomecon","Papaveraceae"
"Stylophorum","Papaveraceae"
"Stylosanthes","Fabaceae"
"Styphelia","Epacridaceae"
"Styphnolobium","Fabaceae"
"Styrax","Styracaceae"
"Suaeda","Chenopodiaceae"
"Subularia","Brassicaceae"
"Succisa","Dipsacaceae"
"Succisella","Dipsacaceae"
"Suckleya","Chenopodiaceae"
"Suksdorfia","Saxifragaceae"
"Sulcaria","Alectoriaceae"
"Sullivantia","Saxifragaceae"
"Suriana","Surianaceae"
"Sutherlandia","Fabaceae"
"Swallenia","Poaceae"
"Swertia","Gentianaceae"
"Swietenia","Meliaceae"
"Syagrus","Arecaceae"
"Symblepharis","Dicranaceae"
"Symphoricarpos","Caprifoliaceae"
"Symphyotrichum","Asteraceae"
"Symphysia","Ericaceae"
"Symphytum","Boraginaceae"
"Symplocarpus","Araceae"
"Symplocos","Symplocaceae"
"Synalissa","Lichinaceae"
"Synandra","Lamiaceae"
"Syncarpia","Myrtaceae"
"Synedrella","Asteraceae"
"Synelcosciadium","Apiaceae"
"Syngonanthus","Eriocaulaceae"
"Syngonium","Araceae"
"Synsepalum","Sapotaceae"
"Synthlipsis","Brassicaceae"
"Synthyris","Scrophulariaceae"
"Syntrichopappus","Asteraceae"
"Syringa","Oleaceae"
"Syringodium","Cymodoceaceae"
"Syrrhopodon","Calymperaceae"
"Systenotheca","Polygonaceae"
"Syzygium","Myrtaceae"
"Syzygospora","Syzygosporaceae"
"Szczawinskia","Uncertain Ascomycota Family"
"Tabebuia","Bignoniaceae"
"Tabernaemontana","Apocynaceae"
"Tacca","Taccaceae"
"Taeniatherum","Poaceae"
"Taenidia","Apiaceae"
"Tagetes","Asteraceae"
"Takakia","Takakiaceae"
"Talinopsis","Portulacaceae"
"Talinum","Portulacaceae"
"Talisia","Sapindaceae"
"Tamarindus","Fabaceae"
"Tamarix","Tamaricaceae"
"Tamaulipa","Asteraceae"
"Tamonea","Verbenaceae"
"Tanacetum","Asteraceae"
"Tapellaria","Ectolechiaceae"
"Taralea","Fabaceae"
"Taraxacum","Asteraceae"
"Tarenna","Rubiaceae"
"Targionia","Targioniaceae"
"Tauschia","Apiaceae"
"Taxilejeunea","Lejeuneaceae"
"Taxiphyllum","Hypnaceae"
"Taxithelium","Sematophyllaceae"
"Taxodium","Cupressaceae"
"Taxus","Taxaceae"
"Tayloria","Splachnaceae"
"Tecoma","Bignoniaceae"
"Tecomanthe","Bignoniaceae"
"Tectaria","Dryopteridaceae"
"Tectona","Verbenaceae"
"Teesdalia","Brassicaceae"
"Telaranea","Lepidoziaceae"
"Telesonix","Saxifragaceae"
"Telfairia","Cucurbitaceae"
"Teliostachya","Acanthaceae"
"Tellima","Saxifragaceae"
"Teloschistes","Teloschistaceae"
"Telosma","Asclepiadaceae"
"Tephromela","Bacidiaceae"
"Tephroseris","Asteraceae"
"Tephrosia","Fabaceae"
"Teramnus","Fabaceae"
"Terminalia","Combretaceae"
"Ternstroemia","Theaceae"
"Tetracarpidium","Euphorbiaceae"
"Tetrachne","Poaceae"
"Tetraclea","Verbenaceae"
"Tetraclinis","Cupressaceae"
"Tetracoccus","Euphorbiaceae"
"Tetradium","Rutaceae"
"Tetradymia","Asteraceae"
"Tetragastris","Burseraceae"
"Tetragonia","Aizoaceae"
"Tetragonolobus","Fabaceae"
"Tetragonotheca","Asteraceae"
"Tetralophozia","Jungermanniaceae"
"Tetramerium","Acanthaceae"
"Tetramicra","Orchidaceae"
"Tetramolopium","Asteraceae"
"Tetraneuris","Asteraceae"
"Tetrapanax","Araliaceae"
"Tetraphis","Tetraphidaceae"
"Tetraplasandra","Araliaceae"
"Tetraplodon","Splachnaceae"
"Tetrapogon","Poaceae"
"Tetrapterys","Malpighiaceae"
"Tetrastigma","Vitaceae"
"Tetrazygia","Melastomataceae"
"Tetrodontium","Tetraphidaceae"
"Teucrium","Lamiaceae"
"Texosporium","Caliciaceae"
"Thalassia","Hydrocharitaceae"
"Thalassodendron","Cymodoceaceae"
"Thalia","Marantaceae"
"Thalictrum","Ranunculaceae"
"Thamnobryum","Thamnobryaceae"
"Thamnogala","Phyllachoraceae"
"Thamnolia","Uncertain Ascomycota Family"
"Thamnosma","Rutaceae"
"Thaspium","Apiaceae"
"Thaumastochloa","Poaceae"
"Thaumatococcus","Marantaceae"
"Thelenella","Thelenellaceae"
"Thelesperma","Asteraceae"
"Thelia","Theliaceae"
"Thelidium","Verrucariaceae"
"Thelignya","Lichinaceae"
"Thellungiella","Brassicaceae"
"Thelocactus","Cactaceae"
"Thelocarpon","Acarosporaceae"
"Thelomma","Caliciaceae"
"Thelopsis","Stictidaceae"
"Thelotrema","Thelotremataceae"
"Thelypodiopsis","Brassicaceae"
"Thelypodium","Brassicaceae"
"Thelypteris","Thelypteridaceae"
"Themeda","Poaceae"
"Theobroma","Sterculiaceae"
"Thermopsis","Fabaceae"
"Thermutis","Lichinaceae"
"Thesium","Santalaceae"
"Thespesia","Malvaceae"
"Thevetia","Apocynaceae"
"Thinopyrum","Poaceae"
"Thismia","Burmanniaceae"
"Thladiantha","Cucurbitaceae"
"Thlaspi","Brassicaceae"
"Tholurna","Caliciaceae"
"Thouinia","Sapindaceae"
"Thrinax","Arecaceae"
"Thrombium","Thrombiaceae"
"Thuarea","Poaceae"
"Thuidium","Thuidiaceae"
"Thuja","Cupressaceae"
"Thunbergia","Acanthaceae"
"Thurovia","Asteraceae"
"Thymelaea","Thymelaeaceae"
"Thymophylla","Asteraceae"
"Thymus","Lamiaceae"
"Thyrea","Lichinaceae"
"Thyridolepis","Poaceae"
"Thysanocarpus","Brassicaceae"
"Thysanolaena","Poaceae"
"Tiarella","Saxifragaceae"
"Tibouchina","Melastomataceae"
"Ticanto","Fabaceae"
"Tidestromia","Amaranthaceae"
"Tigridia","Iridaceae"
"Tilia","Tiliaceae"
"Tilingia","Apiaceae"
"Tillandsia","Bromeliaceae"
"Timmia","Timmiaceae"
"Timmiella","Pottiaceae"
"Timonius","Rubiaceae"
"Tinantia","Commelinaceae"
"Tipuana","Fabaceae"
"Tipularia","Orchidaceae"
"Tiquilia","Boraginaceae"
"Tithonia","Asteraceae"
"Tofieldia","Liliaceae"
"Tolmiea","Saxifragaceae"
"Tolpis","Asteraceae"
"Tolumnia","Orchidaceae"
"Tomasellia","Arthopyreniaceae"
"Tomentypnum","Brachytheciaceae"
"Tonella","Scrophulariaceae"
"Tonestus","Asteraceae"
"Toninia","Catillariaceae"
"Toona","Meliaceae"
"Topelia","Stictidaceae"
"Tordylium","Apiaceae"
"Torenia","Scrophulariaceae"
"Torilis","Apiaceae"
"Tornabea","Physciaceae"
"Torralbasia","Celastraceae"
"Torreya","Taxaceae"
"Torreyochloa","Poaceae"
"Tortella","Pottiaceae"
"Tortula","Pottiaceae"
"Touchardia","Urticaceae"
"Tournefortia","Boraginaceae"
"Townsendia","Asteraceae"
"Toxicodendron","Anacardiaceae"
"Trachelospermum","Apocynaceae"
"Trachybryum","Brachytheciaceae"
"Trachycarpus","Arecaceae"
"Trachycystis","Mniaceae"
"Trachypogon","Poaceae"
"Trachyspermum","Apiaceae"
"Trachyxiphium","Callicostaceae"
"Tracyina","Asteraceae"
"Tradescantia","Commelinaceae"
"Tragia","Euphorbiaceae"
"Tragopogon","Asteraceae"
"Tragus","Poaceae"
"Trapa","Trapaceae"
"Trapelia","Trapeliaceae"
"Trapeliopsis","Trapeliaceae"
"Trautvetteria","Ranunculaceae"
"Treculia","Moraceae"
"Trema","Ulmaceae"
"Trematodon","Bruchiaceae"
"Trematolobelia","Campanulaceae"
"Trembleya","Melastomataceae"
"Tremella","Tremellaceae"
"Tremolecia","Hymeneliaceae"
"Trepocarpus","Apiaceae"
"Triadenum","Clusiaceae"
"Triadica","Euphorbiaceae"
"Triantha","Liliaceae"
"Trianthema","Aizoaceae"
"Tribolium","Poaceae"
"Tribulus","Zygophyllaceae"
"Tricardia","Hydrophyllaceae"
"Tricharia","Gomphillaceae"
"Trichilia","Meliaceae"
"Trichipteris","Cyatheaceae"
"Trichloris","Poaceae"
"Trichocentrum","Orchidaceae"
"Trichocereus","Cactaceae"
"Trichocolea","Trichocoleaceae"
"Trichocoronis","Asteraceae"
"Trichodon","Ditrichaceae"
"Tricholaena","Poaceae"
"Trichomanes","Hymenophyllaceae"
"Trichoneura","Poaceae"
"Trichophorum","Cyperaceae"
"Trichoptilium","Asteraceae"
"Trichoramalina","Ramalinaceae"
"Trichosalpinx","Orchidaceae"
"Trichosanthes","Cucurbitaceae"
"Trichospermum","Tiliaceae"
"Trichostema","Lamiaceae"
"Trichostigma","Phytolaccaceae"
"Trichostomopsis","Pottiaceae"
"Trichostomum","Pottiaceae"
"Trichothelium","Trichotheliaceae"
"Tricyrtis","Liliaceae"
"Tridax","Asteraceae"
"Tridens","Poaceae"
"Trientalis","Primulaceae"
"Trifolium","Fabaceae"
"Triglochin","Juncaginaceae"
"Trigonella","Fabaceae"
"Trillium","Liliaceae"
"Trimezia","Iridaceae"
"Trimmatothele","Verrucariaceae"
"Triodanis","Campanulaceae"
"Triodia","Poaceae"
"Triosteum","Caprifoliaceae"
"Triphasia","Rutaceae"
"Triphora","Orchidaceae"
"Triphysaria","Scrophulariaceae"
"Triplaris","Polygonaceae"
"Triplasis","Poaceae"
"Tripleurospermum","Asteraceae"
"Triplophyllum","Dryopteridaceae"
"Tripodion","Fabaceae"
"Tripogandra","Commelinaceae"
"Tripogon","Poaceae"
"Tripolium","Asteraceae"
"Tripsacum","Poaceae"
"Tripterocalyx","Nyctaginaceae"
"Tripterocladium","Hypnaceae"
"Triquetrella","Pottiaceae"
"Triraphis","Poaceae"
"Trisetum","Poaceae"
"Tristagma","Liliaceae"
"Tristaniopsis","Myrtaceae"
"Tristellateia","Malpighiaceae"
"Tristiropsis","Sapindaceae"
"Triteleia","Liliaceae"
"Triteleiopsis","Liliaceae"
"Triticosecale","Poaceae"
"Triticum","Poaceae"
"Tritomaria","Jungermanniaceae"
"Triumfetta","Tiliaceae"
"Trixis","Asteraceae"
"Trollius","Ranunculaceae"
"Tropaeolum","Tropaeolaceae"
"Trophis","Moraceae"
"Tropidia","Orchidaceae"
"Tropidocarpum","Brassicaceae"
"Trypethelium","Trypetheliaceae"
"Tsuga","Pinaceae"
"Tuckermannopsis","Parmeliaceae"
"Tuctoria","Poaceae"
"Tuerckheimia","Pottiaceae"
"Tulbaghia","Liliaceae"
"Tulipa","Liliaceae"
"Tumamoca","Cucurbitaceae"
"Turbina","Convolvulaceae"
"Turgenia","Apiaceae"
"Turnera","Turneraceae"
"Turpinia","Staphyleaceae"
"Turricula","Hydrophyllaceae"
"Tussilago","Asteraceae"
"Twisselmannia","Brassicaceae"
"Tylophora","Apocynaceae"
"Tylophoron","Uncertain Ascomycota Family"
"Tylothallia","Lecanoraceae"
"Tynanthus","Bignoniaceae"
"Typha","Typhaceae"
"Typhonium","Araceae"
"Ugni","Myrtaceae"
"Ulex","Fabaceae"
"Ullucus","Basellaceae"
"Ulmus","Ulmaceae"
"Ulota","Orthotrichaceae"
"Ulva","Ulvaceae"
"Umbellularia","Lauraceae"
"Umbilicaria","Umbilicariaceae"
"Uncaria","Rubiaceae"
"Uncinia","Cyperaceae"
"Ungnadia","Sapindaceae"
"Uniola","Poaceae"
"Urena","Malvaceae"
"Urera","Urticaceae"
"Urginea","Liliaceae"
"Urochloa","Poaceae"
"Urospermum","Asteraceae"
"Urtica","Urticaceae"
"Urvillea","Sapindaceae"
"Usnea","Parmeliaceae"
"Utricularia","Lentibulariaceae"
"Uvularia","Liliaceae"
"Vaccaria","Caryophyllaceae"
"Vaccinium","Ericaceae"
"Vahlodea","Poaceae"
"Valantia","Rubiaceae"
"Valeriana","Valerianaceae"
"Valerianella","Valerianaceae"
"Vallesia","Apocynaceae"
"Vallisneria","Hydrocharitaceae"
"Vanclevea","Asteraceae"
"Vancouveria","Berberidaceae"
"Vanda","Orchidaceae"
"Vandenboschia","Hymenophyllaceae"
"Vangueria","Rubiaceae"
"Vanilla","Orchidaceae"
"Varicellaria","Pertusariaceae"
"Varilla","Asteraceae"
"Vaseyochloa","Poaceae"
"Vateria","Dipterocarpaceae"
"Vaupesia","Euphorbiaceae"
"Vauquelinia","Rosaceae"
"Velezia","Caryophyllaceae"
"Venegasia","Asteraceae"
"Venidium","Asteraceae"
"Ventenata","Poaceae"
"Venturiella","Erpodiaceae"
"Veratrum","Liliaceae"
"Verbascum","Scrophulariaceae"
"Verbena","Verbenaceae"
"Verbesina","Asteraceae"
"Vermilacinia","Ramalinaceae"
"Vernicia","Euphorbiaceae"
"Vernonia","Asteraceae"
"Veronica","Scrophulariaceae"
"Veronicastrum","Scrophulariaceae"
"Verrucaria","Verrucariaceae"
"Vesicarpa","Asteraceae"
"Vesicularia","Hypnaceae"
"Vestergrenopsis","Placynthiaceae"
"Vetiveria","Poaceae"
"Vezdaea","Vezdaeaceae"
"Viburnum","Caprifoliaceae"
"Vicia","Fabaceae"
"Victoria","Nymphaeaceae"
"Vigna","Fabaceae"
"Viguiera","Asteraceae"
"Villadia","Crassulaceae"
"Vinca","Apocynaceae"
"Viola","Violaceae"
"Virgilia","Fabaceae"
"Virola","Myristicaceae"
"Viscum","Viscaceae"
"Vitellaria","Sapotaceae"
"Vitex","Verbenaceae"
"Vitis","Vitaceae"
"Vittaria","Vittariaceae"
"Voitia","Splachnaceae"
"Vossia","Poaceae"
"Vouauxiella","Uncertain Ascomycota Family"
"Vouauxiomyces","Uncertain Ascomycota Family"
"Voyria","Gentianaceae"
"Vriesea","Bromeliaceae"
"Vulpia","Poaceae"
"Vulpicida","Parmeliaceae"
"Wachendorfia","Haemodoraceae"
"Wahlenbergia","Campanulaceae"
"Waldsteinia","Rosaceae"
"Wallenia","Myrsinaceae"
"Waltheria","Sterculiaceae"
"Warea","Brassicaceae"
"Warnockia","Lamiaceae"
"Warnstorfia","Amblystegiaceae"
"Wasabia","Brassicaceae"
"Washingtonia","Arecaceae"
"Watsonia","Iridaceae"
"Waynea","Bacidiaceae"
"Websteria","Cyperaceae"
"Wedelia","Asteraceae"
"Weigela","Caprifoliaceae"
"Weinmannia","Cunoniaceae"
"Weissia","Pottiaceae"
"Whipplea","Hydrangeaceae"
"Whiteochloa","Poaceae"
"Wiborgia","Fabaceae"
"Wigandia","Hydrophyllaceae"
"Wigginsia","Cactaceae"
"Wijkia","Sematophyllaceae"
"Wikstroemia","Thymelaeaceae"
"Wilhelmsia","Caryophyllaceae"
"Wilkesia","Asteraceae"
"Willkommia","Poaceae"
"Wislizenia","Capparaceae"
"Wissadula","Malvaceae"
"Wisteria","Fabaceae"
"Withania","Solanaceae"
"Wolffia","Lemnaceae"
"Wolffiella","Lemnaceae"
"Wollastonia","Asteraceae"
"Woodsia","Dryopteridaceae"
"Woodwardia","Blechnaceae"
"Wullschlaegelia","Orchidaceae"
"Wyethia","Asteraceae"
"Xanthisma","Asteraceae"
"Xanthium","Asteraceae"
"Xanthocephalum","Asteraceae"
"Xanthoceras","Sapindaceae"
"Xanthoparmelia","Parmeliaceae"
"Xanthopsorella","Catillariaceae"
"Xanthorhiza","Ranunculaceae"
"Xanthoria","Teloschistaceae"
"Xanthosoma","Araceae"
"Xenostegia","Convolvulaceae"
"Xerophyllum","Liliaceae"
"Ximenia","Olacaceae"
"Xiphidium","Haemodoraceae"
"Xolantha","Cistaceae"
"Xylobium","Orchidaceae"
"Xylocarpus","Meliaceae"
"Xylococcus","Ericaceae"
"Xylographa","Agyriaceae"
"Xylopia","Annonaceae"
"Xylorhiza","Asteraceae"
"Xylosma","Flacourtiaceae"
"Xylothamia","Asteraceae"
"Xyris","Xyridaceae"
"Yabea","Apiaceae"
"Yeatesia","Acanthaceae"
"Yermo","Asteraceae"
"Youngia","Asteraceae"
"Yucca","Agavaceae"
"Zahlbrucknerella","Lichinaceae"
"Zamia","Zamiaceae"
"Zannichellia","Zannichelliaceae"
"Zantedeschia","Araceae"
"Zanthoxylum","Rutaceae"
"Zapoteca","Fabaceae"
"Zea","Poaceae"
"Zebrina","Commelinaceae"
"Zehneria","Cucurbitaceae"
"Zelkova","Ulmaceae"
"Zelometeorium","Meteoriaceae"
"Zenobia","Ericaceae"
"Zephyranthes","Liliaceae"
"Zeuxine","Orchidaceae"
"Zigadenus","Liliaceae"
"Zingeria","Poaceae"
"Zingiber","Zingiberaceae"
"Zinnia","Asteraceae"
"Zizania","Poaceae"
"Zizaniopsis","Poaceae"
"Zizia","Apiaceae"
"Ziziphus","Rhamnaceae"
"Zornia","Fabaceae"
"Zostera","Zosteraceae"
"Zoysia","Poaceae"
"Zuckia","Chenopodiaceae"
"Zwackhiomyces","Uncertain Ascomycota Family"
"Zygodon","Orthotrichaceae"
"Zygophlebia","Grammitidaceae"
"Zygophyllum","Zygophyllaceae"
